id;n;e;d;p;q;t1;
20;d059e0a308fb9e18151862744667e49d4c2fce74be71072a04ff8efd5bf9b61364d57ae4d5fee7d5a7e13748e66f8f556dbdad3a33dd640b15a638aeb64f45f9a6f8782e257b8f22bcebfa109107ee8c4fae1010d8506ffeea04692d5564d6c8c41a95ccb6268eec8c7c1228637ffa905d45de1e402e7ac1bc2bebfdc7e62b09;10001;289006ead6b9ddda8468ddea1336f0cc2ae3f7c6c4b8ce9340abdc53b90f51824f143cbbc669bd0adc873d332521bcfefdc17ab3251bc9f95a7aa4f866a7e25051109e2cf526fca0ac3b5d58427789f2e305b0aea525388508bf5bb9d21935c15787a1b2a91db7b3c2fa74d5d2cb9f14f335da124d8bbc0c2821f41536160e1d;fb63f7acd03645c8fcdec25f69697ef849b813cb5a2247f457e62d935fe5631e9fdf8496dbc97ee977df761fbd4d48758dcf92dfefb101255806072efe308a2b;d42be1ce2c3340cf5ea8af1a1d5ebe578cd764b301d31c8a12e71b559fa469c3091ab8143a9fd1ec6f3292d6b776e589bd68810d7c546e847db52b1c1275099b;19820531;
21;afcad7e56c3a7fe6eebe7685415a888f5c126b77fd90f381cee0a1e4b7c72d8b62830101a0fe15759e724700611cd80d75a9bd1ff9a65473e3e678e33795dc049e2400379b6ff2125018956947d64049acd6f02ce3419f215a2b8fd724399b2146d54a7d69c5963c0e75497538895db3b5b4dd3ce6b5e772b049715f4e16fc89;10001;8fe84c09222a599e20ff8662dbf7532798c5f3784cf9a67e336f2cd8e1a18a253ac5e7c2ff9a40d3029ca68726f8c7dd6cdf4155b5b77617510fd112a0e46b3179326224c0b274c85275d0eb11c63bff6f7acb44fd497ade94d21a360059634ecf99094a45baad90e578f2e8c266cb724b6b20ae11244b5425bbc21e808c06c9;d1bcc84b54fbc021a17e555f1d8729b39ca67be734c5a5b91363ff5605d123b5e207044e958fd0505767c4a18489a87b4d8ed7549cb6c5cd456ad2d947501f0b;d69149e33bd11c8a5074f52fe57503b8782e92114937baa66a24d60bd1a7680b538393002359311aa008f7013cd7c7800b664c06af781c2cfc2ad7b249089f3b;23645431;
22;9fcfee6e1cf707385af35269049e30ffa73f0f2d7db40a7bb0192d76ffcc37f961bf0b826ba3bc7fa0b1ceaf537865c8a7cda5e32977e89f1f81a6c6b9df7fd801918789f2a50c6b905f2c38d0cc8f056fa0ae7d6ef7f45fc0cd04ccf9efc13e54fbe0e185e4034a7a75ad991ffd40674dc5999a8079fae1673086d994ec898d;10001;2fc5d1a99b010168884faa77f8486daf4ec89bf9e654d6b968c7edfe5fb3259c67eadb3eee7c70d1da30acef5e4d6467da39b0783aa23ca8ac9b6e4683b3db1c3739a579f00fa66f9085a40bde7b53cdd3c3c0d45a49793743ba45f057837ef28a0dfbbddd8a065fb690fa40bab45f31d8e40c533dbac8975ffc52d4e36e45e5;d318964ed628d0ba83092d53dd3af65c75d407bca4a0bf3385647068e6af0d1398e8032f834a06ee9a55f96d0b7542c0b089ff1d8b48bbd788f17e3b96afe5f7;c1cea41d136558913f3ca9fa1301836c7e4471a5812745430fadb5aa443466c849431b4f2dd7a6b18edce16023fd09078f0e66af9459d0d72f97f8b9825edb9b;34772956;
23;d7fc271a6aab902aecce4c01d44e85b6d92a70ee06ac9e2296e661be9ab23c1f1f99980818259a4109a602d813766c1b964e65a9d4bce2403fc4d79c08504910698ed5b92429200a7df9555c8e878bb12adb4be462943c2388430d4f8b91d308853ef04f1fac73b533e600c543743c483d2111f80c901571646cc85af71fb35f;10001;6167c26ad378940807cbf1d3516028459222e5d333075e39d33c0b10decb4af9ee52629223f1b1636b6a8715d39130a8305d22d438b106885b39f6d2d39d0195a476b905c4db94dfe272b53fb1214f13605e3d9df0a1facbb76c4caa72c49dbc50abb212bd03adce41f75aad75b7d1b066a899a5782ada47efa875fbe322c601;ff3d374358a959c8b286bdcbd9b304e929794ecf516ee13d7f6d18d14ee85ef35ada7c7668d8c1fdd06d5af916fe9755b27caa0504fb9e7dc45ed96a982b0f9f;d8a0faf600fb2259d85042a95a9184e789c53b83537590d3ee16be132f784949641cd994bf161ef92ef7ee8c1c0f95022119fe04aef3d2fb703d47c4bde5c441;20788639;
24;e94ef57fe8dea816143f7a55e99833bae5c2a37b3e9fedcfbd21687d82268eaf1201c8d057a819b4edc0654c283300170ed31ffcdff9c44ad9438e6cd4b1c93afd124dede989c94458155578711ab25f81670eab79148ddd4977f116556808f87313ee57f7b47f05eba52d336388fc252efbe6332ce6593aaa5c7625381dba47;10001;e48c7ce2387525a3bb6213ad658fbbdd3286612fb24168ed40112213111444622bf9a386b4d7ef96d5f0cb4ab7767e781805aa2846209eb1d3f3e1e9aad21e94d397f879fdd60a8e74cdac770669b02c46af4691afa45dc1dc2fd7977cfef2aca4b368024f74fe20c15293f8adeff6b8651e3fc1315fb22b933e206aa4611ec1;fc1ee843f35ad09f4dc131d3078bcbf10b2e4f211eba3e495ab09d0e870dc414039078fcf33e1efc396649a7ba832af96936633ddb4e6d784aeeaf9997fc600d;ece5f36bcb6fdadd1fa74c5d35e079905830770f21114d291740da760906058e4ea7ef0022b4e8cdb1a87d5b19b12abee1a866278ea5a7e4ee5e08bc49485aa3;16770459;
25;cf6b3a9fe0bd68adc4a5efb8cda3bcb03281e3574fa1cd9b24e11cc76449f6f3f11fb79a8afda2f79adf7acb3856f514f29000058c769396c6ee77c8e625e003d008b568d1406ebaee8fb91f97f5bd2b75b2ad68c341a4761505efc1cc09cb678975af257487fbf16e67d410e384ee2b698c74228ff666a9e08cd7ce96342087;10001;bad4c381af55ed2c58ad7f38df42557c0082aedcbe85e8458efa9689a3f45bd56fa43a25a27cc48673a2496133e65febf6716f13906a5e96b9a9a38bfa82b33c1cbcd40e08bc5c066577aec9891a5245d58d2849a7f2a8eae94cae6b4eb9887fa9aae686c7a6f5852536a0db9e2f4bb5580d9b9ac2212cbe685d0c2168c8f341;e2433587cb3e94ca88f1472c63b81468817d3daf315d77ffe7ac4f18d392acbfd5599cbc8b0b53a6ea0040fe98714b98084ddb79d0fd50caf0d0f767aaff65dd;eaae02471ab566e28c467ad37ebeab0412d468ca9a68362fabd7bcef572805e10ab1404d2a5f6c64a11451cdd918ef54cfde2b21b21e97efd832701b798a93b3;31505072;
26;e0da8616d38af9f513264a3ee33e8aee252134c7767a080466407012b27ebf46e87c1d5b2a154dbecf6ab4fc785a2605ac9d69a2aca267a982b0c1f1ac04c5c27b2a07d28382f51025ea9f2dd3a036b4d21887da87def5e92bd5e618fe9608102b0b0b203961131acb2bb8f0a1edf7353541bcf36cfff1de5963f92244d0ccf7;10001;6f43f3426c5fc31cc0e31bae4ee8edfab628de632d7f696433ed03085d8756c391db88f349b9cd04f4c28ad8bbfd6fff32d19a2a435f0208e180f217d2d571bdc39b3946ad07c04a53ce00e7bd2b11ed3e1eb71837464ea9a93e3456974e2c0eb9abea1fc5c448eae1dbd4ae97dbf8be7c80cbf5c54d65d0d7894414e49a3361;ed92383a2d8c0f10ec201478b7c0648749ba1375f912f53c7b6ef9ef06598b56e4215eee6fbaab333ecd3de00425c5cc4d695e6e6d49dbaaeddd8dcc2dde46d9;f24bc0fdf9be867ee2b3e98804a8e6f7ce6779c8ef1d4b763ccdf1093e8896f4c08179746dd7dd22c73875954b0c98d51706631bfbe1a2f6a454337e4fca704f;31417318;
27;b4ef22cecfede8d638a880400c1cd85fc859772fa924961c72213107403924bb943ddd732879b897d28de80ae2896c9e906755088378391d935adfc7ca33108facfd21d2e0baf8cda5a4c167057b44f6969ae130b223f08998c91777055a7f07eada79f86b2efdd5704d7fcfdffa9ee55cbf231b054c083482d32c323fa030d3;10001;af9622c17128007d641ea1d785e9b851bbac96edb9c7b7a5835c92a7e6bb8dda3bd28dc5e3d1bc421a237cbc937ba9dd7765d02fa2e659074aa935e23d67b0f91a4063ff454622b9e78b6006add282528a0ef62f73962b737f316ea1cfb4e10f5504c7730ac7b0a9d53d35d5d1d6343dd90c829c11a9fb66d1be68d42326759;ea35b2b14dba212ed60a5859f8bae9460084c01e7ab9bb516a43cb2be2ee9e39026743d1315ad99fae715e6c84c5aff179fa1ed84f01211e585cbec3f431decd;c5c48b04d03a7347f47c0bda2e34273eee2edbd8477e2d31d3d276036590f88e49ae6962da88be93a1e34c868db6df8b4e9a245ce81da3b7e45f22b6b3030e1f;17872006;
28;9d8adf78feed345182d101e79b0fab2aa12881ac7fd31cd767d38eaf1892f1e1ed029f105dadc8c42169ed883e0a669ff41f715cfa4303f99f45c7833030f209c1aeca6c188b7f81d5f0d79501dbfcbbcb4a77ea2217463172ffd49311b41a28318058c5926f1a96cc5d0f13fbba3eef2c4e8cbf11480231023aecafc73ae567;10001;671abb1489ea9e01f6966923b5c4b4660ae0e2b50d57121a1b96465c6bbdc7d5ef7276bd9441a7124d37f13fe832906580b48f51a56bf48f0ae0f528f38224f49cd19a7ea11920b11127bafc824611aac2519f6443c37d871f809a84db654dd7dd30f673257fa25fc354cd8a9ca49be93930d04ef1c5d7fb05082acd64c01eb9;ca0458f78d0dd609ccf639a085cb26134df0ba7491e8b594969c30dabad543ce0c6c6789d855e6b5134b1d196e86fde84da93f84b1aa3fc029de21a529f4e765;c7a418bf8e109634fd91748064b99b85a9b06b06fe5eb953b596bfa992cff4c467687ef3972d683df6b5ea763552ab65031a1011ac4a566efa170b7b35830adb;23369109;
29;bd70c687ded001f68fe01bc9cf8b3cb9b9060a0a384f6b8a9c38b1c88d372c5384a33e150c7833dd90a572d56f0635d3462a6ed142406350da17486fb867550ddd10f28cb63966d57d661c20eefe45cb5c9e186af1fe4a0a73cbac3da24cda6f53d23f5b62d333b63c11ca1170aed3d9d0f621a312e28b5339c7e7afbe7f8d77;10001;8805bef7763c22fcb827f1ac0172f7a25f40ffda80be3df8a3dd6d82142ba68f3d70bd35fde31d529cf6bf32936a812177832658e8da34b5ac330596fa706fb7ad315593036697dc5e0a88df718d015729ddf6684fc0905c9a0c8a9d99d01f11e7e5a0d53b20ca9a440a48be8b9587683eec20974febb25a1181de5690659139;d4ccf9527c721789767178f61d29093e8f8b51dfc608f32e4b0b194a0fbafa49af0ebbf68ecba14dbda2c5a2ff39a761628dde5906041d829d96b09821b7e91d;e3e5cca06fbf61c7104247d0bb9fa27cdd956d19822e51c726fd2447cd0db8fcfe99b7b3c6dbd4218ccf243dc32cb9fa1b9827da151f22232be97e07bd44a0a3;42335182;
30;d4819770caf436164420c8fddf5a15e5735684da815c12f5d16550373c7668a54b96bf76d9c06aa560a28629af223f6aeb4ef08d46ffb0be926a3173ffdc242228c90fcb0915153d0c867b9d73ead3bd6b331f92d2564e8554b67a30e39a0f5e4c5176615e64fb6119fcfd5b7e0a4019ba950924ee75a6f426efa54dd6035d35;10001;9e3e0a2981d82cd693d0de1abe5174f0b1dc817dbcca758bfb6bb83a099a1afecbb4ebca730827e2127db3ee226e1c4f5ffe1e7ef599bd618be1ec057747d4d707912c7dbed8b2b3ee795c5e5a1d8beb6b38e2a8f5f9c1bbc3c179b95303d36f9bdc4057f118b964d4f91a0342da8cb860e24eec1f3f80696612cda3f9c21881;e3798395e6f82dc73f771aaeb071e44ec73962e884dcc1c3c18a248ee0ead680d56461ddd6153182d5d825ac9de9a471d31cda0254f642ba4c08a9194f593091;ef278de44faa03f6404fbfd172b888a75475b6d285f233bff63f48df0391f845ce1173e11e53071e83704ff19df842ac75a26c645bcf7145c54f5ad80179f465;17040229;
31;9aaf4ce38b91339229e2e7b39e3fa60f1e320ce027da69664a8c1aa9c50a30d91f1f6cc018f0d3b2630249c010cef8d6d70dd151e9d45be75edc0b437e3dd3766a43eb8988e6096f8499fd4bb477c7d6cb528955a2e5f9bfb0be5d55065eca7ec4b29caef5033c4e0fec6f098254ee848afea7dabdf3439499f049acb87226ad;10001;3d17d76a578935b118d2016933ab37cee8c223cbb471d3070f925e4587090b59f5acd7aad72ee6ada1e51973be2fc0a039b7bf6076d5e4a67114bf6e1cc2166e253d66d89053ae865c795fa2fb51ae375c412b10541d97c9879d061082366cac36e436d539109fc4b3ccfc429c918043cde42a9d589fb687cb0f768b90f15881;c423cbbf43693835fb219c68c9dd7c840dcb240c212f0acd721848d8ef6296f51db105429001a3bd683e24792d24f7e86b5fc766d53d50c759028af831d7c019;c9e4a9b865e2bcf3026943d853099aa209343eb342fdbfadedb893f99d4e43194377590f95ce6f688b569f8b89a4eff35fbfdda10427da6fdfa7bed55dd89db5;21787681;
32;c2b2659f7c5a4883bd5662c30061437b0b7488be808a75152a6c266ef12264133c35e7f3d53dc3d6455a3fabe8eefdd3049e394aa9d96b8414b5a91ee5bc37d8cd9d2f589de47726d42326cca522d2a0ee2cb9d49d0025db364ca81afc889ab2a285c4a7a82adf92df4f982ba3becf9b324d72510ea7662602ee823e12863401;10001;4cfdb6ea0686bd3e3b5539e0daf99b71c0e9e8594d0373a15711457181b193d97769e9bba68bb231bd631ee2a04e41d97c6e0541dd40b91f9600f04be395368fb76ca5957fc1e1c0269b69442d937683824f0fe8bcc79e1c65bbe2d45f7d491a3af5ed23964822534ea5dfdc5014af6a2734db4ea5fff2a33986564c7cf20901;fcf270b84047d5881e6b74b9645e2ca83ebed1de2f68b5bfd96a1c2bd513a78c1b688320e2e14b712a27daf7cbb41f62412c5a6acd03636b95c2fbc69b7e4a89;c50bf97062703e80cba6b4e2777f06dd9c7a40649efa7774bdba0a7d4bdeea766bc52e9fe7fb60bb525ce5d6cb08487984c1c3d27cc3cfce1a198c860d6ddfb9;19223762;
33;c559a2ed8f48ef059019d0df196ab3b9a654a6ed770a1d0c7f9be55c74249a36978a08b5b3cc62589381ca2c83ed2af1eb207b7f3ed65dac99578a0f64150b4b4e089ef7f429dee6acc546cf35ea58ce47e78031ce10e399375a7e2a197a6e93c49a3ed0f23aecf6939673244024c2eb65c86ae584e3c3bbf2092919b4b6ed5d;10001;af18024847526c4f4134c66ecabc32cd4a57dceadf2ce7ed08e326324b1196894d1638f80d980ec18bce21b43130a163963b7196ca07a380d96423a7d8221bab9afe7933da74a817a02ea0bbd1b67dc0a1fdd0385a0682973218de30f5b0e2b9699696a82ec09a97c09ce97da99af548e5a9588bcddfe911821af3a7bb2897f9;ee4da576cfedfa2816e2d9d008f00e4763f4eb2788bc86edebd57cd7399421a76a659b78127d59c3203721fe2798c27ded60a3243cead894dd92409d407c1c03;d4016f4b0ae3c4374c3c1d1eef545f7856105a35db4835321a5bcda77ec6c8b7a4491e4fbc8f3562eed90aec4d13c940e4a3fb670cd61d8a328870d8091e831f;30763111;
34;b75cb937c0cbcc4282e4fd157c8c14645a3928398953cad5b08c2200763b1fe451cf6a4baa2d5bab04bba4a4bd2ad5ab08246b71c0eb2d56c41f99eff3abc32e056c0b5a981727b91f4e3eade184a5cc95b32b8269350005dc81d7b6dbae13b79e3b333dd74e5c0e5f5a7df7d8263f08cba8513d3e32da6f8ef7f2bae1503511;10001;72be087db61d122630e900e2d83c846a43f76e8f8abb2fbbc72df9fd15ff6bb6a1e74cda2a9515bf104828009b0bda079c21c646b9f5b13a91a240df623982fa11b81b5ce6782409dba3ebd48f8989cb65182769abf3a059b722c7a384f150d785454917882c3d4143089c064ced72030baa7014555f32fd96292266fa97165d;c1b5b476387f5d31e7e923e409fbf473d4962880f0c5b40989a12f474bea2b433caf0d5e50f607d93ab19d60431885298f6c8edbcbaa4c0830c7bc2cd8e48153;f253332959dff2b735694a4d204c8a63adcf163b9eea8dd064e6eb99ac9c93bc72657cd0e761c3b732be31b44595dcf9a92046bf9efe55152e8b0be6a5c96f8b;19366281;
35;a5d0f340c56d2c4b3ab81d65d23527a6deecd312db0d7a55dd896dbfe70b97c7465e76b66e7cc9f6cf2796218a6aad118e696fd2b8484f5c7924ccb2b787025cc73646231b7278ef949577bb39342858e6b4b6e808340dbedcd1b610c9bcfb94f342245b9feefc15d5b48447d490abe92c7fd022c13586cbe4d7aba6d007ab95;10001;118bdde1d1c26eb87b3b36692ae8530cd6742b15c8b65166baadab3e6e5d8caf1aa42e5db9ad5cd5d02ff9340d68a26dc42b26191f450f98d27cf1684c016e5f65545777bf0e19221c840a555490e782008390343bf57d687258a1c539eaf45ccfe9d2320d78392d9e564b3906d0aafabfbe2c16b739d7e4fa3c77f615cd2d75;c56c88c8408542c2ef21cb4331ce522b522abd1c13130cc2b6da462fc0345c4f42d12c0867f6a9508438657fec5462436c40d9204f56c1f1bd3262977c504b8b;d703a0ed7efaa435392d48ad140cfb3e4d3329fa2b08a9f19020ff8477ca2be314c9a24860d2e7c328836898f36e89166c613a3c04f3e1229361b9a0b433495f;21635577;
36;b460ae338545cdf7223d4977adf16d5f18852722c0a28128133b8b7b8eb665e02ca7f99f235cab50604777b2aa2ab5a562861b0a1e8e44d8b02ec8461a6a76420c862923050c696b0044470df7ae3ef6996875f86a85a3efafdb197a979a115b63c9d802a0cf11dd3bd2620c2c75c224e0500898b6eb2b1f83469140bfd5ad9b;10001;3a28ae2268875058adce8b00aeb2186cc01036c52acd7acd7c1e07e447e8a1c27d438fe5f2d5ef5ad4205704e17f31e0687b0afee14948038213237a0f0c62a27051f4e8ed9070af3c41c31d4f56b2657207e523701489848ec6cd4845c5d47627004a77bc60770d5bb3bc28f8d48b9bb4674eca25dd18b59c7b20884db06561;c83d24a6dd32c3f68f3833cd0e47f1f3ee2fe09f0262c3dcf31a92c19a1701435e04a520bc08523f65fc1c798d97b2dc6e1eb980c20b5e9a656717103b1413ab;e69ba685f052b8398a2636f48ee081ce31ab07e440c6749ffe5678c0d3f4e443287960c5f87f3aa226b3ed7d2416b73db0198036c7f2fe7c4225ece04765ddd1;35832195;
37;dda275450615b21ac3e107501a69f0c30d1a3e6bf609a4bf8da5d38340f5a4430039f80b373d8382070a3bb04e1eac86919700796d06d7e18adeff64eb87321da1eeaafa0c42c658345c91874a8d606c885ffac3d0c06b5571c4802c0651beb6a383e2cc3d309d86e698f9fe05f10ccd6bbdf29eb39799bffd8f4c876e8fa5bf;10001;69834e10ee34a5f5d80ae9505942d63c05a0d8d6cceb0a63a72baae671a67fece5ceb327a3c4c536c1e33d4751e988790816bb4313848e81f17af85b3345c9b52ef4c85c1875408268babdafbf3dd524728a237abc87780f8da40f334d417d7281bb80790cb521ff5a560cf7e3a6b9b4260dd8aefe34f19328dc1a5c6e1e2801;ef5b308d76256679a7bea05b7527d4a7e4f204c4e9c69bfdecd2652e8add474a8e69541cee780862be186cd17d6d78007b9601248317e8557a8f9a0773c67ca1;ed0bcdc7f3b531b9fa212be6478029067a9cc77b5b89437807cde5c2b26c3d3b40930e6287d7f838ee4cc432b2cc554d557d4976536334e4e98941222cb7a65f;30743077;
38;d3cfc9eea97cff07f20f590230c0af161420187f7b33199004f20bbf5f2ab22385a1acd7e083c8ec6fc713244faa6ea7ddd560972cf14bb9113454cc5320512b62252a0a4008ed6a9445eb639d557a6be20093f56e2e465495149d4b8bb7eab077de02e672fc10a2b5f7628382a49b7f3960a4a3f4db671beb13ea750c82818d;10001;b0b5a66eaa9051e4bb19fad44d003412636ff38047b4761b25451a6fea61a084ea33dc13ae87c3d51ddc2428231eb97aeb23dd95c234fd4bc502b7cc4f7da2b8dd039dcb7c5ad1875cc09156384197a51ae9d7659d7829d4345ff187b83071c7de88ec5f9b11a92f2582055142c68912f361a8539b8e00b3f5d3df0d1cb664b1;d588b8bcf76552235669e822263b631cc5efed0f9e62b08bd291e19a1007ca813ef85f4a6c4588ba281e63f8ff537891bfcbb4ecc5eb41a75c8c2969fd75ae8b;fdef60c4d158af06d2d85507b2f5889100d6b6be9bdf1a7e2296553ffaf7574d0e27a4bb0fdd85c03810cac295ef1cb3eb8abb1054e4aa1e6e6498b753216b47;31994883;
39;ab34fe123a00ecb943ec877e1018cecdfc3ad029da68303978d37894c0589d0bdd0f2fba417a9d9ff08d7dfa6351259a21aa1fdb170dade6cec65d7bf38f71a52ff3a38c7307d17487fca97b14f1e0210c15765645cf1f680692014620fb197682f9d8b22c623c29ac63dd4329562cff25a5263e95f454eead97c69c5e27eb15;10001;387c154f022007f9dfb50bc6c59cc9ae20076f623f929c4679dc9b2dc87ff3e054208c8890cdd96f4938055634aa3313b503a1daf0b22cabb790ae8b148240e5cad4d9d05b8a6301cb6061988101b02b26ea89a3bf3412c1d7a56e969ec6a4fac59878389c91367d0642464930e852d28a0e17d864704f5f60b65deb0c1c6241;d2ea27776e30395d753783642aac24b6de81dd115570c61546a90157a57c81b18df2785716a98f2aba459d501b057e85bc6d71b91bfe99ce091bc4a2d864acad;cfcdec42fd1712951d7eb0c536a30407b499ea21b7a8776bc6319f4b689b5dcf039fd9f61b1336c8da4e075c8eda8c1adf287af96885fd3e9eaf991ad0cf5d09;17402174;
40;d596fe74a65c6f78f7c65d2e1bd8b15ce0e7ef128a6b205a18107420d707772c750ef82eee3d04465d6302ebcb76010ea15f8a66df5dcad87a03507a383b1d6ddf0f82dca10fcdd3fb764fd2e579e61a5800a6dbd98d6d3b6a9695624e1afb399b32cdb7222ec10a38c3ee0196d01c074db080172f335114e406c7b88c6157cd;10001;5b9977e2fafda568d18a26a801953aeb4420f3ac95e43f69a3ec5a8142f696ab60405d3b733c83bad18e06d0acdf1cb0f3900fc0f2863cd9fde9b1f7d869b1c285c90ec80290409eaafab1cd30ce4eba851a82bf7228d684375a360faed39b9404070d49e40347ac11ff80786989cfc1c7c9afc62cf8acc451d0fb85b2aa0959;fbf19ba5056888d52ce402de9150a8695e62fb12ddad51a32ef88d5da5640882a199ce05e080411a03f42c0f7be5da241fd7321a837f50173963c7875a078c07;d9074f2ba544fab79e9828c6e8ab2ac658476a83ce7eb258cda838467c7da719b69f86d0d078dab33838d3da83ad74ce94814db260428411cf18449bac01308b;10446431;
41;ac98c5632da48268b0ea86bd995ce6fb4e001b7994eb4f8f535db7e4a6cd95dc0814b91d8c61ef97521b4dc43f3b5f8849fe7759aa8f01ff0ec73fdc4114fe62a1e97c603531c5b7b1251659901fa87e7c8ddd33abe3f867fd5888f9f25305f341c43fa4c3ffec5a8eb18c0850306a46582e24f3564f0eaf9e731e5485903b0d;10001;47bfca6e8c4ed3178a543467251605bf7a9178da7619cc1d1cdedccf64b81a103a1bc348914f3536869f6b18a5e09cba1f68755d051626124da66ed9b504712b08253df4272b2bb74e8bb512195c275d84ac165bf7b5cc38ce5835f3a6f392f2893d182f4e1ed332d9c00f2881b9324bd1a722e7e7b3d9578cffd5d37ec02081;c1dc669d1e3c132e1be648aefbe266b9dd7aab397a147b56f67061825c6775c102418e1e1a474636d4223b9cb6684ec1374d53cc2e1612c68d1a6ae7369844b5;e3eb80317850842b98998a4b7686649844ed949a67c48d34423ef9c376bb18c3d162e1d213b1cbbf66f0cdea5ef173c3558bdde75946647b24bf2c0c2e1f2bf9;38828229;
42;d550c439018e9abe570cc7bbf042b1e5e1784ced649d958dec1d1eca07a655faa0cb2fb6a8561765a664b08000fcffbec7fc07176bbffc9ab480855b5728b0a0c8d921ea4ba36ffb3cbd8bdba7eb1774b5ada1dd221c7328467df15331c9097db739c803f455bf7fd152cbeb00b4b7791d120f574a0d9d23927f3bc80b374fd5;10001;44a398803f6003aafb97c12d58421dbc3ab0db1008302ccf5e0a80bdc1786472210b406f25fb8dcbc79edeac51a51725ec73cc545cf789f0bde41d05272690ae9579867425f6735cb1cd16fdf59c3d9c27daf089801366e373b3f11eaf3c1d93e18d2cdde9b8e4870219772eb1d4423d1c75efa76b78ea09b9e27169d389d41;f18e4637b3d46e5ab629e7ba3616194c807743bb395a28226694d27258a1a39e6c8b394cee99eef3b5247347147b8bb4068cffced5b9edfdcf742cd71f44800d;e21230fe94f5ef22fcf0c43d42e5da1f34ee97f5cf8bd2b5870e5add5905d58e80470cd50c72ff8d95608a43dca616317c7499152385890bafdc4e1cc224d4e9;14329849;
43;d28288e55ee54ebe19e65ef4839436353e26ed45d86ee459a4e654d8c8f640ab7d3377a964be26d869c93303565edad645dc248e3fa09ed63d505d347f2a8f45ce6034b3861c6e906999573f8db8f46bb09f18f6c4cc7f95dde0267dc8dbe9f8141d0e19ad85fe229511ebdf754e704bb6c1d9b4d4bd1cf6c6f8473aa24e25a7;10001;91cfef2909d145f8b191fbc5dc7a460e1d2df37e44cb930a7109464e1eed4ba03d89efe1fab127d1117d570381c91446057fd6265df650ef4eeb2294615d467d2f1aa8b13cc504b3701b925b637fee9bb97049475ca910da3c11b007f763890cad668f6c04cfbd3455286c0b631c98ee1953e08817046cf25e2c72501babd1d1;eed769cc47941499ecb2613dea52704e87097067aefc02197c342eedb2ec26dc0efc115b4b14787d46bf84e64eaeda3f5dd6aa273f9dad3b88ad18b3aa35c549;e1a211c90c62c03f5b02692f7b4ee8b33143f08da734e9db355182bd3e5878c969683829a384884767078857b330db448dbcc1e98a7904b0fd80f91e7cffc36f;15149183;
44;cf5f9df5cb5008cd410a076209d32a990e7f6c805bdc10550bf00cef79e19e5402915cf4a70e4f07c3bb87c95207cf640c5f1da5eb877d4f7f49ef033ffa51cec3e29ee600b5e9e78e8474c9b281c028c960abb068b60d4bb32bd6b9e7f29cae4b97806b56d206ae2a547c5ce0f41947dc2923bcc8ac9fff56136ce459f5df23;10001;4c8e1e00597848678db52818974bef93e5784113f9d579ea0ba828fe575e6556da43d3af35e4e0641b6c25aabaafcb6e41eaf345077853587fc3498b47991f8dad0f119c213c80fbf8f57b3d5b7581cd17b16025090fd08bbd16b8e5adb6fe13eb12b60ccbb87aec32aa0856a88a9051517a9ae588faadcbf6c15b33e9e69ab1;dbb31b151b29e6a8c81909a82efda56b1fb7f0863a8d2cc3ba3853235dbf3d5027b83829a5876169cb04f6a799309ac72adbc9f081333ff080b90b11431541a7;f1a323739550656ee0a53b5104011353e62836e003d37dd059eedbc459853590075150588770b5ae8c3c56b30c89e70baad935500ed7745883bcc416b659ce25;40351973;
45;e8aba24b5806e417fb5de75a9a3e69d911b2dadfb63336a44e7f8f8efbffbc2a98e471b9ae241a8fe08182df231f5752b6de0b2348a3374422bc5eba8fc109fe10aa50639749204a80a2557a985c88a2f9d6ab8940ec2da1e53f76e78e72ebc3e633a05e5a2c7247a0cab6fa6a6a3e9f9de306e0bf3d7310de3fbff8f6375c9d;10001;29b8dd59756786ef65fbe8c8ae7012bb02197876354de9b67cfd12d929072aced8abde58d58953da0900305fa304b3bbf95ec7d083ee00b30f2788351c221990460bf925567bcc6a033a1ed5d251ca118e3f42d8e14d84a8535217465e3d4f2cdcad2887bda832b26e2a52cf7813c25eaac140500ae4a5fbb1656520b79dbf01;ed1be1119a3b16454e3e3aeba09e326d96c6c5db68a8b4962655a95598e9937fdcfd492025ee0742a43b92721545f90ec36d73e07e2fba6270b14b661ea3b799;fb353a23d0c41617ad559835052bae7d5a54b593f6726539ed63e8925c9f887da286376b61083681eb075dd3e6ef110ee972b8178945d1124c12c1d0c73a9fa5;15684503;
46;e682b64cd4d7f1d3b5c18fcf9af1d1b5f76faa33f88de50e48f7ae30e6fe2be074e2e9481af4c59aebb13c91274716ecafeab9a1db32448b2bce99163316901899c2d693de1bdfa10002377b816f84d28f5dfe587f4ec1dcb1a00967272502b5da2ec09098f54a72e0ddbf3d89652cf305affba2e580cc93535ddd0ab6d082a7;10001;bc2e2da11f89833470872a5e338202cfe8c6524ec7351fafbfc5e380acb30722e0897624954d0a1ce518f5f711f7a9316493dd23d38c800495a8bdb52fd3d5a192e37fef4d0f03e98cc8a9b3a012e2723cccc5536a5439d3139b93574b3ab6628fae18c99467edd4d287cec0be90a05c4d643a24f584c05bb2d266540286e611;eb86baf672a2f42661b17a75b39647bdc10c689f34ebf30cb5bd7b73e3b01a3f4bc90c96911e62df41ea10972463ac1991601a296b65978925d2ce21148b0613;fa8c5d84927054c5a6c13f578a50018fccbe92f027cfee4a6717739267cd7084ff250ea6c71cb48249d3795324204670de2df2dddb05376e170189203248339d;26278470;
